Coaster_Name,Location,Manufacturer,Type_Main,Year_Introduced,Latitude,Longitude,Speed_mph,Height_ft,Inversions,Gforce,Opening_Date
Boardwalk Bullet,Kemah Boardwalk,Martin & Vleminckx,Wood,2007,29.5463,-95.0173,51,103,0,3.5,2007-08-31
Crush's Coaster,Walt Disney Studios Park,Maurer AG,Steel,2007,48.8682,2.7777,37,103,0,3.815092592592593,2007-06-09
De Vliegende Hollander,Efteling,Kumbak,Steel,2007,51.648,5.0474,42,59,0,2.0,2007-04-01
Firehawk (roller coaster),Other,Vekoma,Steel,2007,38.37574802043423,-41.59113754789273,50,103,5,4.3,1999-01-01
Formule X,Drievliet Family Park,Maurer AG,Steel,2007,52.0544,4.3496,45,103,2,3.815092592592593,2007-04-06
Furius Baco,PortAventura Park,Intamin,Steel,2007,41.0847,1.1564,83,103,1,4.7,2007-06-05
Galaxy Orbiter,Galaxyland,Gerstlauer,Steel,2007,53.5236,-113.6211,24,147,0,3.26,2007-07-17
Griffon (roller coaster),Busch Gardens Williamsburg,Bolliger & Mabillard,Steel,2007,37.2344,-76.6475,71,103,2,4.0,2007-05-18
Hollywood Dream – The Ride,Universal Studios Japan,Bolliger & Mabillard,Steel,2007,34.6666,135.4338,55,144,0,3.815092592592593,2007-03-09
Infusion (roller coaster),Other,Vekoma,Steel,2007,38.37574802043423,-41.59113754789273,50,103,5,4.5,1999-01-01
Jimmy Neutron's Atomic Flyer,Movie Park Germany,Vekoma,Steel,2007,51.62,6.9725,49,42,0,3.815092592592593,2007-03-01
Kirnu,Linnanmäki,Intamin,Steel,2007,60.1883,24.94,37,103,0,2.6,2007-04-27
Kvasten,Gröna Lund,Vekoma,Steel,2007,59.3226,18.0964,34,64,0,2.5,2007-04-28
Maverick (roller coaster),Cedar Point,Intamin,Steel,2007,41.4852,-82.6925,70,103,2,3.815092592592593,2007-05-26
Mick Doohan's Motocoaster,Dreamworld,Intamin,Steel,2007,-27.8628,153.3169,44,23,0,3.815092592592593,2007-09-30
Mystery Mine,Dollywood,Gerstlauer,Steel,2007,35.7956,-83.5301,43,103,2,3.815092592592593,2007-04-13
Phaethon (roller coaster),Gyeongju World,Bolliger & Mabillard,Steel,2007,35.8367,129.28,55,103,6,3.815092592592593,2007-05-05
Rage (roller coaster),Adventure Island,Gerstlauer,Steel,2007,51.5325,0.7167,43,103,3,4.5,2007-02-10
Renegade (roller coaster),Valleyfair,Great Coasters International,Wood,2007,44.8008,-93.4611,51,103,0,3.9,2007-05-12
Sierra Sidewinder,Knott's Berry Farm,Mack Rides,Steel,2007,33.845,-117.9986,37,103,0,3.815092592592593,2007-05-26
Star Flyer (roller coaster),"Barangay 1, Pasay, Philippines",Vekoma,Other,2007,14.556,120.9859,49,103,0,3.815092592592593,1999-01-01
Surfrider,Wet'n'Wild Gold Coast,Intamin,Steel,2007,-27.9143,153.3164,49,98,0,3.815092592592593,2007-09-01
Troy (roller coaster),Toverland,Great Coasters International,Wood,2007,38.37574802043423,-41.59113754789273,54,104,0,2.4,2007-06-29
Wicked (roller coaster),Lagoon Amusement Park,Zierer,Steel,2007,40.9839,-111.8956,55,103,1,4.8,2007-06-01
American Thunder (roller coaster),Six Flags St. Louis,Great Coasters International,Wood,2008,38.5125,-90.6772,48,103,0,3.815092592592593,2008-06-20
Backlot Stunt Coaster,Other,Premier Rides,Steel,2008,38.37574802043423,-41.59113754789273,40,103,0,3.815092592592593,1999-01-01
Behemoth (roller coaster),Canada's Wonderland,Bolliger & Mabillard,Steel,2008,43.839,-79.5406,77,229,0,4.5,2008-05-04
Cobra (Tivoli Friheden),Tivoli Friheden,Sartori Rides,Steel,2008,56.1358,10.1979,43,103,3,4.5,2008-06-28
The Dark Knight Coaster,Other,Mack Rides,Steel,2008,38.37574802043423,-41.59113754789273,30,103,0,3.815092592592593,1999-01-01
Dive Coaster (Chimelong Paradise),Chimelong Paradise,Bolliger & Mabillard,Steel,2008,22.9996,113.3233,68,103,1,4.4,2008-02-07
Dragon's Run,Other,Bolliger & Mabillard,Steel,2008,38.37574802043423,-41.59113754789273,65,103,6,3.815092592592593,1999-01-01
Fahrenheit (roller coaster),Hersheypark,Intamin,Steel,2008,40.291,-76.6552,58,103,6,3.815092592592593,2008-05-24
Flight Deck (Kings Island),Kings Island,Arrow Dynamics,Steel,2008,39.3476,-84.2652,51,103,0,2.9,1993-04-09
Flight of the Hippogriff,Other,"Vekoma (Orlando, Japan)Mack Rides (Hollywood, Beijing)",Steel,2008,38.37574802043423,-41.59113754789273,28,103,0,3.815092592592593,1999-01-01
Goliath (Six Flags Fiesta Texas),Other,Bolliger & Mabillard,Steel,2008,38.37574802043423,-41.59113754789273,50,103,5,4.0,1999-01-01
Jet Rescue,Sea World (Australia),Intamin,Steel,2008,-27.9568,153.4261,43,19,0,2.5,2008-12-26
Kawasemi,Tobu Zoo,Intamin,Steel,2008,38.37574802043423,-41.59113754789273,52,103,0,3.815092592592593,2008-01-01
Mammut (roller coaster),Gardaland,Vekoma,Steel,2008,45.4578,10.7125,31,103,0,3.815092592592593,2008-03-19
Moto Coaster (Six Flags Darien Lake),Six Flags Darien Lake,Zamperla,Steel,2008,42.9304,-78.3834,38,103,0,3.815092592592593,2008-05-01
Muntanya Russa (Tibidabo Amusement Park),Tibidabo Amusement Park,Vekoma,Steel,2008,41.4228,2.1198,49,103,0,3.5,2008-12-23
Pony Express (roller coaster),Knott's Berry Farm,Zamperla,Steel,2008,33.8429,-118.0013,38,103,0,3.815092592592593,2008-05-22
Ravine Flyer II,Waldameer Park,The Gravity Group,Wood,2008,42.1093,-80.157,60,103,0,3.5,2008-05-17
Roller Coaster (Dai Nam Van Hien),Đại Nam Văn Hiến,Hebei Zhongye Metallurgical Equipment,Steel,2008,11.0433,106.6325,46,110,4,4.0,2008-09-11
Round About (roller coaster),"2904 Fantasy Way Myrtle Beach, South Carolina, U.S.",Vekoma,Other,2008,33.714,-78.933,49,103,0,3.815092592592593,1999-01-01
Salama (roller coaster),Linnanmäki,Maurer AG,Steel,2008,60.1872,24.9392,37,103,0,3.815092592592593,2008-04-25
Soak'd,"2904 Fantasy Way Myrtle Beach, South Carolina, U.S.",Vekoma,Other,2008,33.714,-78.933,49,103,0,3.815092592592593,1999-01-01
SpongeBob SquarePants Rock Bottom Plunge,Nickelodeon Universe,Gerstlauer,Steel,2008,44.8553,-93.2425,43,103,2,4.4,2008-03-15
Steel Hawg,Indiana Beach,S&S – Sansei Technologies,Steel,2008,40.7909,-86.7718,41,103,2,3.815092592592593,2008-07-05
Steel Lasso,Frontier City,Chance Morgan,Steel,2008,35.5838,-97.4405,30,48,0,2.2,2008-07-18
T Express,Everland,Intamin,Wood,2008,37.2898,127.2024,64,183,0,3.815092592592593,2008-03-14
Tsunami (roller coaster),Other,Anton Schwarzkopf,Steel,2008,38.37574802043423,-41.59113754789273,55,103,0,3.815092592592593,1999-01-01
Apocalypse: The Ride,Six Flags Magic Mountain,Great Coasters International,Wood,2009,34.4213,-118.5998,50,103,0,3.815092592592593,2009-05-23
Blue Fire,Europa-Park,Mack Rides,Steel,2009,48.2624,7.7185,62,103,4,3.8,2009-04-04
Diamondback (Kings Island),Kings Island,Bolliger & Mabillard,Other,2009,39.3421,-84.2674,80,103,0,4.2,2009-04-18
Diving Coaster,Happy Valley Shanghai,Bolliger & Mabillard,Steel,2009,31.0979,121.209,68,213,1,4.0,2009-08-16
Escape of Novgorod,Hansa-Park,Gerstlauer,Steel,2009,54.0744,10.7814,62,131,1,4.3,2009-04-09
Falcon (Duinrell),Duinrell,Gerstlauer,Steel,2009,52.1477,4.3792,43,72,3,4.5,2009-05-14
Grover's Alpine Express,Busch Gardens Williamsburg,Zierer,Steel,2009,37.2361,-76.6444,26,103,0,3.815092592592593,2009-04-03
Hollywood Rip Ride Rockit,Universal Studios Florida,Maurer AG,Steel,2009,28.4749,-81.4683,65,103,0,4.18,2009-08-19
Hornet (roller coaster),Other,Vekoma,Steel,2009,38.37574802043423,-41.59113754789273,49,103,0,3.815092592592593,1999-01-01
Insane (Gröna Lund),Gröna Lund,Intamin,Steel,2009,59.3233,18.0953,37,116,0,3.5,2009-04-25
ISpeed,Mirabilandia,Intamin,Steel,2009,38.37574802043423,-41.59113754789273,74,103,2,3.815092592592593,2009-05-20
Kozmo's Kurves,"Elysburg, Pennsylvania, United States",Vekoma,Other,2009,40.879,-76.505,49,103,0,3.815092592592593,1999-01-01
Manta (SeaWorld Orlando),SeaWorld Orlando,Bolliger & Mabillard,Steel,2009,28.4119,-81.4617,56,103,4,3.7,2009-05-22
Mumbo Jumbo (roller coaster),Flamingo Land Resort,S&S – Sansei Technologies,Steel,2009,54.209,-0.808,41,103,2,3.0,2009-07-04
Prowler (roller coaster),Worlds of Fun,Great Coasters International,Wood,2009,39.1744,-94.4837,51,103,0,3.815092592592593,2009-05-02
Saw – The Ride,Thorpe Park,Gerstlauer,Steel,2009,51.4026,-0.5119,55,103,3,3.815092592592593,2009-03-14
Teststrecke,Other,Anton Schwarzkopf,Steel,2009,38.37574802043423,-41.59113754789273,52,103,2,3.815092592592593,1999-01-01
The Flying Cobras,Other,Vekoma,Steel,2009,38.37574802043423,-41.59113754789273,47,103,6,5.2,1999-01-01
El Toro (Freizeitpark Plohn),Freizeitpark Plohn,Great Coasters International,Wood,2009,50.566,12.401,45,80,0,3.815092592592593,2009-04-10
Tranan,Skara Sommarland,S&S – Sansei Technologies,Steel,2009,58.41,13.55,24,103,0,2.5,2009-05-29
Wooden Coaster - Fireball,Happy Valley Shanghai,Martin & Vleminckx,Wood,2009,31.0987,121.214,56,103,0,3.815092592592593,2009-08-16
Air Grover,"Tampa, Florida, U.S.",Vekoma,Other,2010,28.0379,-82.4216,49,103,0,3.815092592592593,1999-01-01
Battlestar Galactica (roller coaster),Other,Vekoma,Steel,2010,1.2541,103.8223,51,103,5,3.815092592592593,2010-03-18
Canopy Flyer,Universal Studios Singapore,Setpoint Inc.,Steel,2010,1.2534,103.824,49,103,0,3.815092592592593,2010-03-18
Ednör – L'Attaque,Other,Vekoma,Steel,2010,38.37574802043423,-41.59113754789273,49,103,5,3.1,1999-01-01
Enchanted Airways,Universal Studios Singapore,Vekoma,Steel,2010,1.255,103.8222,28,42,0,3.815092592592593,2010-03-18
Fiorano GT Challenge,Other,Maurer AG,Steel,2010,24.4864,54.6042,59,103,0,1.5,2010-11-04
Formula Rossa,Ferrari World Abu Dhabi,Intamin,Steel,2010,24.4842,54.6124,149,170,0,4.8,2010-11-04
Huracan (Belantis),Belantis,Gerstlauer,Steel,2010,51.2531,12.3125,52,105,5,4.3,2010-06-26
Intimidator (roller coaster),Carowinds,Bolliger & Mabillard,Steel,2010,35.1031,-80.9394,75,103,0,4.3,2010-03-27
Intimidator 305,Kings Dominion,Intamin,Steel,2010,37.8375,-77.4397,90,103,0,3.815092592592593,2010-04-02
Joris en de Draak,Other,Great Coasters International,Wood,2010,51.6469,5.0525,46,82,0,3.815092592592593,2010-07-01
The Monster (Walygator Parc),Other,Bolliger & Mabillard,Steel,2010,49.2299,6.1581,55,103,6,3.815092592592593,1999-01-01
RC Racer,Other,Intamin,Steel,2010,38.37574802043423,-41.59113754789273,49,82,0,3.815092592592593,1999-01-01
Sky Rocket,Kennywood Park,Premier Rides,Steel,2010,40.3864,-79.8647,50,103,3,0.8,2010-06-29
Space Fantasy – The Ride,Universal Studios Japan,Mack Rides,Steel,2010,34.6653,135.4357,49,23,0,3.815092592592593,2010-03-18
Thirteen (roller coaster),Alton Towers,Intamin,Steel,2010,52.9847,-1.8904,42,103,0,3.2,2010-03-20
Viking Voyage,"Orlando, FloridaKissimmee, FloridaFayetteville, GeorgiaUnited States",Vekoma,Other,2010,28.3303,-81.5147,49,103,0,3.815092592592593,1999-01-01
Woodstock Express (Carowinds),Carowinds,Philadelphia Toboggan Coasters,Wood,2010,35.101,-80.9394,36,103,0,3.815092592592593,1975-01-01
Woodstock Express (Kings Island),Kings Island,Philadelphia Toboggan Coasters,Wood,2010,39.3432,-84.2693,35,103,0,3.815092592592593,1972-01-01
Accelerator (roller coaster),Drayton Manor,Vekoma,Steel,2011,52.6108,-1.7134,37,65,0,3.0,2011-04-21
Black Diamond (roller coaster),Knoebels Amusement Resort,Philadelphia Toboggan Coasters,Steel,2011,40.8797,-76.5068,49,103,0,3.815092592592593,2011-10-08
Blue Flyer,Blackpool Pleasure Beach,Vekoma,Other,2011,53.7902,-3.0539,49,103,0,3.815092592592593,1934-01-01
BomBora (Lagoon),Lagoon,Lagoon,Steel,2011,40.9855,-111.8923,31,103,0,3.815092592592593,2011-04-02
BuzzSaw (roller coaster),Dreamworld,Maurer AG,Steel,2011,-27.8623,153.3149,65,151,2,5.0,2011-09-17
Cheetah Hunt,Busch Gardens Tampa Bay,Intamin,Steel,2011,28.0342,-82.42,60,103,1,4.0,2011-05-27
Dare Devil Dive,Six Flags Over Georgia,Gerstlauer,Steel,2011,33.7703,-84.5479,52,103,3,3.815092592592593,2011-05-28
Eurofighter (Zoosafari Fasanolandia),Zoosafari Fasanolandia,Gerstlauer,Steel,2011,40.8303,17.3398,43,75,2,3.815092592592593,2011-08-06
Green Lantern Coaster,Warner Bros. Movie World,S&S – Sansei Technologies,Steel,2011,-27.9073,153.3136,41,108,2,3.5,2011-12-23
Hair Raiser,Ocean Park Hong Kong,Bolliger & Mabillard,Steel,2011,22.2357,114.1725,54,103,4,4.0,2011-12-08
Krake,Heide Park,Bolliger & Mabillard,Steel,2011,53.0247,9.879,64,134,1,3.815092592592593,2011-04-16
New Texas Giant,Six Flags Over Texas,Rocky Mountain Construction,Steel,2011,32.7564,-97.0731,65,103,0,4.2,2011-04-22
Raptor (Gardaland),Gardaland,Bolliger & Mabillard,Steel,2011,45.4571,10.7119,55,103,3,3.815092592592593,2011-04-01
Road Runner Express (Six Flags Magic Mountain),Other,Vekoma,Steel,2011,38.37574802043423,-41.59113754789273,21,103,0,3.815092592592593,1999-01-01
Sky Scrapper,World Joyland,Bolliger & Mabillard,Steel,2011,31.4975,120.0411,54,103,5,3.3,2011-04-30
Soarin' Eagle,Other,Zamperla,Steel,2011,38.37574802043423,-41.59113754789273,25,103,2,3.3,1999-01-01
Takabisha,Fuji-Q Highland,Gerstlauer,Steel,2011,35.4853,138.78,62,141,7,3.815092592592593,2011-07-16
Tiger Express (roller coaster),Other,Mack Rides,Steel,2011,38.37574802043423,-41.59113754789273,28,45,0,3.815092592592593,1999-01-01
Timber Drop,Fraispertuis City,S&S – Sansei Technologies,Steel,2011,48.3242,6.7295,41,96,2,3.815092592592593,2011-07-12
Untamed (roller coaster),Canobie Lake Park,Gerstlauer,Steel,2011,42.7962,-71.249,44,103,3,4.5,2011-06-11
Van Helsing's Factory,Movie Park Germany,Gerstlauer,Steel,2011,51.6221,6.9752,22,26,0,4.0,2011-06-18
Vipère (roller coaster),Other,Intamin,Steel,2011,38.37574802043423,-41.59113754789273,37,103,0,3.815092592592593,2011-07-01
Wood Coaster (Mountain Flyer),OCT East,Great Coasters International,Wood,2011,22.6145,114.2968,61,103,0,3.815092592592593,2011-07-19
Wooden Warrior,Quassy Amusement Park,The Gravity Group,Wood,2011,41.5264,-73.1509,35,103,0,3.815092592592593,2011-04-23
Big Grizzly Mountain Runaway Mine Cars,Hong Kong Disneyland,Vekoma,Steel,2012,22.3102,114.0425,44,103,0,3.815092592592593,2012-07-14
Cliffhanger (Colorado roller coaster),Other,S&MC,Steel,2012,38.37574802043423,-41.59113754789273,34,103,0,3.815092592592593,1999-01-01
Dauling Dragon,Other,Martin & Vleminckx,Wood,2012,30.5912,114.3879,49,103,0,3.815092592592593,2012-04-29
Dinoconda,China Dinosaurs Park,S&S – Sansei Technologies,Steel,2012,31.8245,119.9955,78,103,3,3.815092592592593,2012-04-29
Dragonfly (roller coaster),Duinrell,Gerstlauer,Steel,2012,52.1472,4.3785,31,49,0,2.9,2012-03-31
Firebird (roller coaster),Other,Bolliger & Mabillard,Steel,2012,38.37574802043423,-41.59113754789273,55,103,2,3.815092592592593,1999-01-01
Goliath (Six Flags New England),Other,Vekoma,Steel,2012,38.37574802043423,-41.59113754789273,65,103,3,4.5,1999-01-01
Iron Shark,Galveston Island Historic Pleasure Pier,Gerstlauer,Steel,2012,29.2858,-94.7895,52,103,4,3.815092592592593,2012-06-01
Leviathan (Canada's Wonderland),Canada's Wonderland,Bolliger & Mabillard,Steel,2012,43.8445,-79.5424,92,306,0,4.5,2012-05-06
Manta (SeaWorld San Diego),SeaWorld San Diego,Mack Rides,Steel,2012,32.7671,-117.228,43,103,0,3.5,2012-05-26
OzIris,Parc Astérix,Bolliger & Mabillard,Steel,2012,49.1342,2.5663,56,103,5,3.815092592592593,2012-04-07
Polar X-plorer,Legoland Billund,Zierer,Steel,2012,55.737,9.1218,40,65,0,3.815092592592593,2012-04-29
Shambhala (roller coaster),PortAventura Park,Bolliger & Mabillard,Other,2012,41.0847,1.1564,83,249,0,3.8,2012-05-12
Skyrush,Hersheypark,Intamin,Steel,2012,38.37574802043423,-41.59113754789273,75,103,0,5.0,2012-05-26
Stinger (roller coaster),Other,Vekoma,Other,2012,38.37574802043423,-41.59113754789273,50,103,3,3.815092592592593,1999-01-01
Superman: Ultimate Flight (Six Flags Discovery Kingdom),Six Flags Discovery Kingdom,Premier Rides,Steel,2012,38.1386,-122.231,62,103,1,3.815092592592593,2012-06-30
The Swarm (roller coaster),Thorpe Park,Bolliger & Mabillard,Steel,2012,51.4056,-0.5154,59,126,5,4.5,2012-03-15
Triops (roller coaster),Other,Vekoma,Other,2012,38.37574802043423,-41.59113754789273,50,103,3,3.815092592592593,1999-01-01
Verbolten,Busch Gardens Williamsburg,Zierer,Steel,2012,37.2315,-76.6449,53,103,0,3.815092592592593,2012-05-18
Wild Eagle,Dollywood,Bolliger & Mabillard,Steel,2012,35.7947,-83.5301,61,103,4,3.815092592592593,2012-03-24
Wild West Express Coaster,Other,Zierer,Steel,2012,38.37574802043423,-41.59113754789273,16,103,0,3.815092592592593,1999-01-01
Wodan Timbur Coaster,Europa-Park,Great Coasters International,Wood,2012,48.2614,7.7192,62,103,0,3.5,2012-03-31
X-Flight (Six Flags Great America),Six Flags Great America,Bolliger & Mabillard,Steel,2012,42.3654,-87.9338,55,103,5,3.815092592592593,2012-05-16
Abyss (roller coaster),Adventure World,Gerstlauer,Steel,2013,-32.0955,115.817,52,98,3,4.5,2013-11-01
Boomerang (Six Flags St. Louis),Other,Vekoma,Steel,2013,38.37574802043423,-41.59113754789273,47,103,3,5.2,1999-01-01
Coast Rider,Knott's Berry Farm,Mack Rides,Steel,2013,33.845,-118.0019,49,103,0,3.815092592592593,2013-05-25
Crazy Bird,Happy Valley Tianjin,S&S – Sansei Technologies,Steel,2013,39.1847,117.4686,49,103,2,3.815092592592593,2013-12-22
Deep Space (roller coaster),Adlabs Imagica,Premier Rides,Steel,2013,18.7647,-73.2805,42,103,2,3.815092592592593,2013-01-01
Flying Turns (Knoebels),Knoebels Amusement Resort,Knoebels Amusement Resort,Wood,2013,40.8784,-76.5051,24,103,0,3.815092592592593,2013-10-05
Freedom Flyer,Fun Spot America,Vekoma,Steel,2013,28.4662,-81.4561,34,103,0,2.5,2013-06-08
Full Throttle (roller coaster),Six Flags Magic Mountain,Premier Rides,Steel,2013,34.4232,-118.5972,70,103,2,4.0,2013-06-22
GateKeeper (roller coaster),Cedar Point,Bolliger & Mabillard,Steel,2013,41.4806,-82.679,67,103,6,4.0,2013-05-11
Gold Striker,California's Great America,Great Coasters International,Wood,2013,37.3967,-121.9749,53,103,0,4.2,2013-05-31
Iron Rattler,Six Flags Fiesta Texas,Rocky Mountain Construction,Steel,2013,38.37574802043423,-41.59113754789273,70,103,1,3.815092592592593,2013-05-25
The Joker (Six Flags México),Other,Gerstlauer,Steel,2013,19.2951,-99.2082,31,103,0,3.815092592592593,1999-01-01
Karacho,Erlebnispark Tripsdrill,Gerstlauer,Steel,2013,49.0377,9.0544,55,98,4,3.815092592592593,2013-07-10
Nitro (Imagicaa),Imagicaa,Bolliger & Mabillard,Steel,2013,18.7664,73.28,65,103,5,3.815092592592593,2013-10-01
Orkanen,Fårup Sommarland,Vekoma,Steel,2013,57.27,9.6453,46,103,0,3.0,2013-06-05
Outlaw Run,Silver Dollar City,Rocky Mountain Construction,Wood,2013,36.6681,-93.34,68,103,3,3.815092592592593,2013-03-15
Ring Racer,Nürburgring,S&S - Sansei Technologies,Steel,2013,50.3361,6.9492,99,123,0,5.6,2013-10-31
The Smiler,Alton Towers,Gerstlauer,Steel,2013,52.9872,-1.8953,52,103,14,4.8,2013-05-31
Smoky Mountain Alpine Coaster,Other,Wiegand,Steel,2013,35.7934,-83.5965,27,103,0,3.815092592592593,2013-08-03
Storm Coaster,Sea World (Australia),Mack Rides,Steel,2013,-27.9563,153.4258,43,91,0,3.0,2013-12-06
White Lightning (roller coaster),Fun Spot America,Great Coasters International,Wood,2013,28.4662,-81.4564,44,103,0,3.815092592592593,2013-06-07
Wild Kitty,Other,Allan Herschell Company,Steel,2013,38.37574802043423,-41.59113754789273,49,103,0,3.815092592592593,1999-01-01
Woodstock Express (Kings Dominion),Kings Dominion,Philadelphia Toboggan Coasters,Wood,2013,37.8405,-77.4422,35,103,0,3.815092592592593,1974-01-01
Alpina Blitz,Nigloland,Mack Rides,Steel,2014,48.2617,4.6149,51,108,0,4.3,2014-04-12
Arthur – The Ride,Europa-Park,Mack Rides,Steel,2014,48.2639,7.7237,19,44,0,3.815092592592593,2014-06-01
Banshee (roller coaster),Kings Island,Bolliger & Mabillard,Steel,2014,39.3457,-84.2655,68,103,7,3.815092592592593,2014-04-18
The Bat (Kings Island; opened 1993),Kings Island,Arrow Dynamics,Steel,2014,39.3476,-84.2652,51,103,0,2.9,1993-04-09
Dragon Wagon (Indiana Beach),Indiana Beach,Wisdom Rides,Steel,2014,40.79,-86.7713,49,103,0,3.815092592592593,2014-08-01
Family Inverted Coaster (Happy Valley Shanghai),Happy Valley Shanghai,Bolliger & Mabillard,Steel,2014,31.0973,121.2087,30,103,0,3.815092592592593,2014-07-05
FireChaser Express,Dollywood,Gerstlauer,Steel,2014,35.7947,-83.5301,34,103,0,3.815092592592593,2014-03-22
Flug der Dämonen,Heide Park Resort,Bolliger & Mabillard,Steel,2014,53.0262,9.8796,62,131,5,4.0,2014-03-29
Goliath (Six Flags Great America),Six Flags Great America,Rocky Mountain Construction,Other,2014,42.3661,-87.9311,72,103,2,3.815092592592593,2014-06-19
Harry Potter and the Escape from Gringotts,Universal Studios Florida,Intamin,Steel,2014,28.4803,-81.47,49,103,0,3.815092592592593,2014-07-08
Helix (roller coaster),Liseberg,Mack Rides,Steel,2014,57.6953,11.9908,62,134,7,4.3,2014-04-26
Lightning Run,Kentucky Kingdom,Chance Rides,Other,2014,38.1965,-85.744,55,103,0,3.815092592592593,2014-05-24
El Loco (Adventuredome),Adventuredome,S&S – Sansei Technologies,Steel,2014,36.1375,-115.1666,45,103,2,3.815092592592593,2014-02-18
Medusa Steel Coaster,Six Flags México,Rocky Mountain Construction,Steel,2014,19.2945,-99.2112,58,103,3,3.815092592592593,2014-06-14
Parrot Coaster,Chime-Long Ocean Kingdom,Bolliger & Mabillard,Steel,2014,22.1016,113.529,67,103,3,3.815092592592593,2014-01-25
Roar-o-Saurus,Story Land,The Gravity Group,Wood,2014,44.1161,-71.1828,33,103,0,3.815092592592593,2014-05-24
Seven Dwarfs Mine Train,Other,Vekoma,Steel,2014,38.37574802043423,-41.59113754789273,34,103,0,3.815092592592593,1999-01-01
Thunderbird (Holiday World),Holiday World & Splashin' Safari,Bolliger & Mabillard,Steel,2014,38.1242,-86.909,60,103,4,3.815092592592593,2015-04-25
Thunderbolt (2014 roller coaster),Luna Park,Zamperla,Steel,2014,40.5735,-73.9826,56,103,4,4.3,2014-06-14
Twist Coaster Robin,Yomiuriland,Sansei Technologies,Steel,2014,35.6253,139.5194,38,62,2,3.9,2014-03-19
Wonder Mountain's Guardian,Canada's Wonderland,Art Engineering,Steel,2014,43.84,-79.54,49,60,0,3.815092592592593,2014-05-24
Zimerman (roller coaster),Other,Arrow Dynamics,Steel,2014,38.37574802043423,-41.59113754789273,55,103,3,3.815092592592593,1999-01-01
Acrobat (roller coaster),Nagashima Spa Land,Bolliger & Mabillard,Steel,2015,38.37574802043423,-41.59113754789273,55,103,4,3.815092592592593,2015-07-18
Baron 1898,Efteling,Bolliger & Mabillard,Steel,2015,51.6482,5.0508,55,98,2,3.815092592592593,2015-07-01
Batman: The Ride (S&S Free Spin),Other,S&S – Sansei Technologies,Steel,2015,38.37574802043423,-41.59113754789273,38,103,6,3.815092592592593,1999-01-01
Cannibal (roller coaster),Lagoon,Lagoon Corporation,Steel,2015,40.9874,-111.8955,70,103,4,4.2,2015-07-02
Fury 325,Carowinds,Bolliger & Mabillard,Steel,2015,35.1055,-80.9425,95,103,0,3.815092592592593,2015-03-28
Harpy (Xishuangbanna Theme Park),Xishuangbanna Theme Park,Bolliger & Mabillard,Steel,2015,22.0277,100.742,52,103,2,3.815092592592593,2015-09-26
Impulse (roller coaster),Knoebels Amusement Resort,Zierer,Steel,2015,40.8798,-76.5018,55,103,4,3.815092592592593,2015-04-25
Jumbo Jet (Chelyuskintsev Park),Other,Anton Schwarzkopf,Steel,2015,38.37574802043423,-41.59113754789273,49,103,0,3.815092592592593,1999-01-01
Junker (roller coaster),PowerPark,Gerstlauer,Steel,2015,63.2309,22.8555,64,103,3,4.5,2015-05-30
Laff Trakk,Hersheypark,Maurer AG,Steel,2015,40.2935,-76.6551,40,103,0,3.815092592592593,2015-05-23
Oblivion: The Black Hole,Gardaland,Bolliger & Mabillard,Steel,2015,45.4582,10.7111,62,103,2,3.815092592592593,2015-03-28
Octonauts Rollercoaster Adventure,Alton Towers,Zamperla,Steel,2015,38.37574802043423,-41.59113754789273,49,103,0,3.815092592592593,2015-03-21
Puss in Boots' Giant Journey,Universal Studios Singapore,Zamperla,Steel,2015,1.2545,103.8245,49,55,0,3.815092592592593,2015-04-08
Rewind Racers,Adventure City,Gerstlauer,Steel,2015,33.8151,-117.993,31,103,0,3.815092592592593,2015-06-06
T3 (roller coaster),Kentucky Kingdom,Vekoma,Steel,2015,38.1941,-85.747,49,103,5,3.815092592592593,1995-04-08
Tempesto,Busch Gardens Williamsburg,Premier Rides,Steel,2015,37.2347,-76.6421,62,103,1,3.815092592592593,2015-04-25
The Cú Chulainn Coaster,Tayto Park,The Gravity Group,Wood,2015,53.5427,-6.4628,55,105,0,3.815092592592593,2015-06-06
The Oath of Kärnan,Hansa-Park,Gerstlauer,Steel,2015,54.0769,10.78,78,239,1,5.0,2015-07-01
Turbulence (roller coaster),Adventureland (New York),Mack Rides,Steel,2015,40.7525,-73.4197,40,103,0,3.815092592592593,2015-05-22
Twisted Colossus,Six Flags Magic Mountain,Rocky Mountain Construction,Steel,2015,34.4278,-118.5975,57,103,2,3.815092592592593,2015-05-23
Wicked Cyclone,Six Flags New England,Rocky Mountain Construction,Steel,2015,42.0403,-72.6156,55,103,3,3.815092592592593,2015-05-24
ZDT's Amusement Park,ZDT's Amusement Park,The Gravity Group,Wood,2015,38.37574802043423,-41.59113754789273,40,103,0,3.815092592592593,2015-10-17
Cobra's Curse,Busch Gardens Tampa Bay,Mack Rides,Steel,2016,38.37574802043423,-41.59113754789273,40,103,0,3.815092592592593,2016-06-17
Flying Aces (roller coaster),Ferrari World Abu Dhabi,Intamin,Steel,2016,38.37574802043423,-41.59113754789273,74,206,1,5.0,2016-02-24
The Flying Dinosaur,Universal Studios Japan,Bolliger & Mabillard,Steel,2016,34.6634,135.4305,62,103,5,3.815092592592593,2016-03-18
