Coaster_Name,Location,Manufacturer,Type_Main,Year_Introduced,Latitude,Longitude,Speed_mph,Height_ft,Inversions,Gforce,Opening_Date
Rock 'n' Roller Coaster Starring Aerosmith,Other,Vekoma,Steel,1999,38.37574802043423,-41.59113754789273,57,103,3,5.0,1999-01-01
Rollie's Coaster,Morey's Piers,Pinfari,Steel,1999,38.9858,-74.8097,27,103,0,3.815092592592593,1999-01-01
Silver Comet (roller coaster),Fantasy Island,Custom Coasters International,Wood,1999,43.0283,-78.9739,50,103,0,3.815092592592593,1999-05-01
Steel Eel,SeaWorld San Antonio,D. H. Morgan Manufacturing,Steel,1999,29.4553,-98.6961,65,103,0,3.5,1999-03-06
Superman – Ride of Steel,Other,Intamin,Steel,1999,38.37574802043423,-41.59113754789273,73,103,0,3.815092592592593,1999-01-01
Tennessee Tornado,Dollywood,Arrow Dynamics,Steel,1999,35.793,-83.5279,63,103,3,3.7,1999-04-17
Thunderbolt (Celebration City),Other,S&MC,Steel,1999,38.37574802043423,-41.59113754789273,34,103,0,3.815092592592593,1999-01-01
Tornado (Parque de Atracciones de Madrid),Parque de Atracciones de Madrid,Intamin,Steel,1999,40.4134,-3.748,49,103,3,4.0,1999-05-23
Tremors (roller coaster),Silverwood Theme Park,Custom Coasters International,Wood,1999,47.9053,-116.7097,50,103,0,2.5,1999-05-15
Twisted Typhoon,Wild Adventures,Vekoma,Steel,1999,30.7181,-83.3243,49,103,5,3.815092592592593,1999-05-08
Twister (Knoebels Amusement Resort),Knoebels Amusement Resort,Knoebels Amusement Resort,Wood,1999,40.8771,-76.5041,51,103,0,3.815092592592593,1999-07-24
Two Face: The Flip Side,Other,Vekoma,Other,1999,38.37574802043423,-41.59113754789273,50,103,3,3.815092592592593,1999-01-01
Wild Mouse (Hersheypark),Hersheypark,Mack Rides,Steel,1999,40.2925,-76.6548,28,103,0,3.815092592592593,1999-05-08
Woodstock Express (Cedar Point),Cedar Point,Vekoma,Steel,1999,41.4853,-82.689,25,103,0,3.815092592592593,1999-05-10
Woodstock Express (Michigan's Adventure),Michigan's Adventure,Chance Rides,Steel,1999,43.3423,-86.2807,15,103,0,3.815092592592593,1999-07-10
Woody Woodpecker's Nuthouse Coaster,Universal Studios Florida,Vekoma,Steel,1999,28.4739,-81.4649,21,103,0,3.815092592592593,1999-03-13
Batman: The Ride (Six Flags México),Six Flags Mexico,Vekoma,Steel,2000,19.2952,-99.2065,49,103,5,3.815092592592593,2000-04-14
Boomerang (Worlds of Fun),Worlds of Fun,Vekoma,Steel,2000,39.1731,-94.4851,47,103,6,3.815092592592593,2000-04-08
The Boss (roller coaster),Six Flags St. Louis,Custom Coasters International,Wood,2000,38.5161,-90.6789,66,103,0,3.815092592592593,2000-04-29
Boulder Dash (roller coaster),Lake Compounce,Custom Coasters International,Wood,2000,41.6392,-72.9245,60,103,0,3.815092592592593,2000-05-21
Catwoman's Whip,Six Flags New England,Zierer,Steel,2000,42.0371,-72.6117,22,103,0,3.815092592592593,2000-05-05
Dania Beach Hurricane,Boomers!,"Coaster Works, Inc.",Wood,2000,26.054,-80.1603,50,103,0,3.0,2000-11-01
Diving Machine G5,Janfusun Fancyworld,Bolliger & Mabillard,Steel,2000,23.6181,120.5772,68,103,0,5.0,2000-03-29
Dominator (roller coaster),Other,Bolliger & Mabillard,Steel,2000,38.37574802043423,-41.59113754789273,65,103,5,3.8,1999-01-01
Flying Dutchman Gold Mine,Other,Mack Rides,Steel,2000,38.37574802043423,-41.59113754789273,28,45,0,3.815092592592593,1999-01-01
Flying Super Saturator,Carowinds,Setpoint USA,Steel,2000,35.1027,-80.9431,30,103,0,3.815092592592593,2000-04-01
Flying Unicorn,Other,"Vekoma (Orlando, Japan)Mack Rides (Hollywood, Beijing)",Steel,2000,38.37574802043423,-41.59113754789273,28,103,0,3.815092592592593,1999-01-01
Ghost Chasers (roller coaster),Movie Park Germany,Mack Rides,Steel,2000,51.6195,6.9765,28,45,0,3.815092592592593,2000-01-01
Goliath (Six Flags Magic Mountain),Six Flags Magic Mountain,Giovanola,Steel,2000,34.4269,-118.5969,85,103,0,3.815092592592593,2000-02-11
Gotham City Gauntlet: Escape from Arkham Asylum,Other,Maurer AG,Steel,2000,38.37574802043423,-41.59113754789273,28,103,0,3.815092592592593,1999-01-01
Hurricane: Category 5,Myrtle Beach Pavilion,Custom Coasters International,Wood,2000,33.6918,-78.8817,55,103,0,3.0,2000-05-06
Jet Star (Luna Park),Other,Anton Schwarzkopf,Steel,2000,38.37574802043423,-41.59113754789273,31,103,0,3.815092592592593,1999-01-01
Katun (roller coaster),Mirabilandia,Bolliger & Mabillard,Steel,2000,44.3383,12.2668,65,103,6,4.0,2000-04-01
Kraken (roller coaster),SeaWorld Orlando,Bolliger & Mabillard,Steel,2000,28.4111,-81.4583,65,103,7,3.9,2000-06-01
The Legend (roller coaster),Holiday World & Splashin' Safari,Custom Coasters International,Wood,2000,38.1202,-86.914,59,103,0,3.815092592592593,2000-05-06
Lightning Racer,Other,Great Coasters International,Wood,2000,40.2929,-76.6532,51,103,0,3.6,2000-05-13
Linnunrata,Linnanmäki,Zierer,Steel,2000,60.1878,24.94,24,23,0,3.815092592592593,2000-05-01
Medusa (Six Flags Discovery Kingdom),Six Flags Discovery Kingdom,Bolliger & Mabillard,Steel,2000,38.1406,-122.2336,65,103,7,4.5,2000-03-18
Mega Zeph,Six Flags New Orleans,Custom Coasters International,Wood,2000,30.0531,-89.9375,57,103,0,3.815092592592593,2000-05-20
Millennium Force,Cedar Point,Intamin,Steel,2000,41.4817,-82.6881,93,103,0,4.5,2000-05-13
Muskrat Scrambler,Six Flags New Orleans,L&T Systems,Steel,2000,30.0515,-89.9357,25,103,0,3.815092592592593,2000-05-20
Possessed (roller coaster),Other,Intamin,Steel,2000,38.37574802043423,-41.59113754789273,70,103,0,3.7,1999-01-01
Ravine Flyer III,Waldameer Park,E&F Miler Industries,Steel,2000,42.109,-80.1565,49,103,0,3.815092592592593,2000-01-01
RC-48,Morey's Piers,Pinfari,Steel,2000,38.9888,-74.8023,49,103,0,3.815092592592593,2000-01-01
Road Runner Express (Six Flags Kentucky Kingdom),Other,Maurer AG,Steel,2000,38.37574802043423,-41.59113754789273,28,103,0,3.815092592592593,1999-01-01
Road Runner Express (Six Flags New Orleans),Other,Vekoma,Steel,2000,38.37574802043423,-41.59113754789273,21,103,0,3.815092592592593,1999-01-01
Road Runner Rollercoaster,Warner Bros. Movie World,Vekoma,Steel,2000,38.37574802043423,-41.59113754789273,28,42,0,3.815092592592593,1999-01-01
Roller Coaster (Papéa Parc),Other,Zierer,Other,2000,41.3535,-81.3756,22,103,0,3.815092592592593,1999-01-01
Roller Coaster (Suoi Tien Park),Suoi Tien Amusement Park,Vekoma,Steel,2000,10.8607,106.8044,43,98,0,2.0,2000-01-01
Son of Beast,Kings Island,Roller Coaster Corporation of America,Wood,2000,39.3461,-84.2647,78,103,1,4.5,2000-04-28
Speed – The Ride,Other,Premier Rides,Steel,2000,38.37574802043423,-41.59113754789273,70,103,1,3.5,2000-04-28
Speed of Sound (roller coaster),Walibi Holland,Vekoma,Steel,2000,52.4406,5.7681,47,103,3,5.2,2000-04-22
Steel Dragon 2000,Nagashima Spa Land,D. H. Morgan Manufacturing,Steel,2000,35.0312,136.7301,95,318,0,3.815092592592593,2000-08-01
Superman The Ride,Six Flags New England,Intamin,Steel,2000,42.0386,-72.6114,77,103,0,3.6,2000-05-05
Superman: Krypton Coaster,Six Flags Fiesta Texas,Bolliger & Mabillard,Steel,2000,29.5952,-98.61,70,103,6,3.8,2000-03-11
Svalbard Ekspressen,Kongeparken,Vekoma,Steel,2000,58.7801,5.8405,21,103,0,3.815092592592593,2000-01-01
Untamed (Walibi Holland),Walibi Holland,Rocky Mountain Construction,Steel,2000,52.4428,5.7608,57,103,5,3.815092592592593,2019-07-01
Villain (roller coaster),Geauga Lake,Custom Coasters International,Other,2000,41.3528,-81.3725,59,103,0,3.815092592592593,2000-05-05
Woodstock Express (Dorney Park),Dorney Park & Wildwater Kingdom,Zamperla,Steel,2000,40.5793,-75.5326,13,103,0,3.815092592592593,2000-05-05
Xpress: Platform 13,Walibi Holland,Vekoma,Steel,2000,52.4392,5.7639,55,103,3,3.815092592592593,2000-04-01
Zydeco Scream,Other,Vekoma,Steel,2000,38.37574802043423,-41.59113754789273,47,103,3,5.2,1999-01-01
Batwing (roller coaster),Six Flags America,Vekoma,Steel,2001,38.9103,-76.7786,50,103,5,4.3,2001-06-16
California Screamin',Disney California Adventure,Intamin,Steel,2001,33.8046,-117.9218,55,103,1,3.815092592592593,2001-02-08
Cheetah (Wild Adventures),Wild Adventures,Custom Coasters International,Wood,2001,30.7196,-83.3257,52,103,0,3.815092592592593,2001-06-16
Colossos - Kampf der Giganten,Heide Park,Intamin,Wood,2001,53.0231,9.8833,68,164,0,4.5,2001-04-13
Cornball Express,Indiana Beach,Custom Coasters International,Wood,2001,40.7898,-86.771,45,103,0,4.7,2001-05-18
Déjà Vu (roller coaster),Other,Vekoma,Other,2001,38.37574802043423,-41.59113754789273,65,193,0,3.815092592592593,1999-01-01
Do-Dodonpa,Fuji-Q Highland,S&S – Sansei Technologies,Steel,2001,35.4877,138.7823,111,160,1,3.815092592592593,2001-12-21
Expedition GeForce,"Holiday Park, Germany",Intamin,Steel,2001,49.32,8.295,74,103,0,4.5,2001-06-18
Flying Ace Aerial Chase,Kings Island,Vekoma,Steel,2001,38.37574802043423,-41.59113754789273,26,103,0,2.2,2001-01-01
Giant Inverted Boomerang,Other,Vekoma,Other,2001,38.37574802043423,-41.59113754789273,65,193,0,3.815092592592593,1999-01-01
Goofy's Sky School,Disney California Adventure,Mack Rides,Steel,2001,33.8063,-117.923,27,103,0,3.815092592592593,2001-02-08
Hypersonic XLC,Kings Dominion,S&S – Sansei Technologies,Steel,2001,37.8372,-77.446,80,103,0,4.0,2001-03-24
Incredicoaster,Disney California Adventure,Intamin,Steel,2001,33.8046,-117.9218,55,103,1,3.815092592592593,2001-02-08
Insane Speed,Janfusun Fancyworld,Bolliger & Mabillard,Steel,2001,23.6187,120.5758,53,103,4,4.0,2001-01-01
Lego Technic Test Track,Other,Mack Rides,Steel,2001,38.37574802043423,-41.59113754789273,35,51,0,3.815092592592593,1999-01-01
MP Xpress,Movie Park Germany,Vekoma,Steel,2001,51.6246,6.9733,49,109,5,3.815092592592593,2001-04-06
Mulholland Madness,Disney California Adventure,Mack Rides,Steel,2001,33.8063,-117.923,27,103,0,3.815092592592593,2001-02-08
Nitro (Six Flags Great Adventure),Six Flags Great Adventure,Bolliger & Mabillard,Steel,2001,40.1356,-74.4444,80,103,0,4.3,2001-04-07
Phantom's Revenge,Kennywood,D. H. Morgan Manufacturing,Steel,2001,40.389,-79.866,85,103,0,3.5,1991-05-10
Silver Streak (Canada's Wonderland),Canada's Wonderland,Vekoma,Steel,2001,43.8424,-79.5462,26,103,0,3.815092592592593,2001-05-06
Talon (roller coaster),Dorney Park & Wildwater Kingdom,Bolliger & Mabillard,Steel,2001,40.579,-75.53,58,103,4,4.5,2001-05-05
The Flash: Vertical Velocity,Six Flags Discovery Kingdom,Intamin,Steel,2001,38.1382,-122.2323,65,103,1,3.815092592592593,2001-06-08
Thundercoaster (TusenFryd),TusenFryd,Vekoma,Wood,2001,59.7472,10.7773,57,103,0,2.4,2001-05-01
Titan (Six Flags Over Texas),Six Flags Over Texas,Giovanola,Steel,2001,32.7556,-97.0742,85,103,0,3.815092592592593,2001-04-27
Vertical Velocity (roller coaster),Six Flags Great America,Intamin,Steel,2001,42.3679,-87.9324,70,103,0,3.815092592592593,2001-05-18
Vonkaputous,Linnanmäki,Premier Rides,Steel,2001,60.1883,24.9381,37,103,0,2.5,2001-05-12
Wildfire (Silver Dollar City),Silver Dollar City,Bolliger & Mabillard,Steel,2001,36.6686,-93.3425,66,103,5,3.6,2001-04-04
Wile E. Coyote's Grand Canyon Blaster,"Arlington, Texas, U.S.",Vekoma,Other,2001,32.7557,-97.0702,49,103,0,3.815092592592593,1999-01-01
X-Flight (Geauga Lake),Other,Vekoma,Steel,2001,38.37574802043423,-41.59113754789273,50,103,5,4.3,1999-01-01
Apple Zapple (Kings Dominion),Kings Dominion,Mack Rides,Steel,2002,38.37574802043423,-41.59113754789273,35,103,0,3.815092592592593,2002-03-22
Avalancha (roller coaster),Xetulul Theme Park,Intamin,Steel,2002,38.37574802043423,-41.59113754789273,54,103,8,3.815092592592593,2002-01-01
Batman: The Dark Knight (roller coaster),Six Flags New England,Bolliger & Mabillard,Steel,2002,42.0353,-72.6131,55,103,5,3.815092592592593,2002-04-20
Batman: Arkham Asylum (roller coaster),Parque Warner Madrid,Bolliger & Mabillard,Steel,2002,40.2282,-3.5924,49,103,5,4.9,2002-04-06
Colossus (Thorpe Park),Thorpe Park,Intamin,Steel,2002,51.4032,-0.513,45,103,10,4.2,2002-03-22
Escape from Madagascar,Dreamworld,Vekoma,Steel,2002,-27.8639,153.3169,26,48,0,2.2,2002-12-26
Flying Coaster (Elitch Gardens),Other,Zamperla,Steel,2002,38.37574802043423,-41.59113754789273,25,103,2,3.3,1999-01-01
Galactica (roller coaster),Alton Towers,Bolliger & Mabillard,Steel,2002,52.9859,-1.8821,46,65,2,3.5,2002-03-16
Goliath (Walibi Holland),Walibi Holland,Intamin,Steel,2002,52.4386,5.7614,65,154,0,3.815092592592593,2002-03-29
Jubilee Odyssey,Fantasy Island (UK amusement park),Vekoma,Steel,2002,53.1922,0.3461,63,103,5,4.8,2002-05-23
Lost Coaster of Superstition Mountain,Indiana Beach,Custom Coasters International,Wood,2002,40.7886,-86.77,20,103,0,3.815092592592593,2002-06-06
New Mexico Rattler,Cliff's Amusement Park,Vekoma,Wood,2002,35.143,-106.5884,47,103,0,3.815092592592593,2002-09-28
Primeval Whirl,Disney's Animal Kingdom,Reverchon Industries,Steel,2002,28.3564,-81.5877,29,103,0,2.5,2002-03-31
Ricochet (Carowinds),Carowinds,Mack Rides,Steel,2002,35.1042,-80.9428,28,103,0,3.815092592592593,2002-03-23
Roller Soaker,Hersheypark,Setpoint USA,Steel,2002,40.2914,-76.6531,20,103,0,3.815092592592593,2002-05-04
Rugrats Runaway Reptar (Dreamworld),Dreamworld,Vekoma,Steel,2002,-27.8639,153.3169,26,48,0,2.2,2002-12-26
Scooby-Doo Spooky Coaster,Warner Bros. Movie World,Mack Rides,Steel,2002,-27.9078,153.3111,27,55,0,2.4,2002-06-17
Silver Star (roller coaster),Europa-Park,Bolliger & Mabillard,Steel,2002,48.268,7.72,78,239,0,4.0,2002-03-23
Star Jet,Casino Pier,E&F Miler Industries,Steel,2002,39.9428,-74.0683,49,103,0,3.815092592592593,2002-01-01
Superman: La Atracción de Acero,Parque Warner Madrid,Bolliger & Mabillard,Steel,2002,40.2277,-3.5906,62,103,7,3.815092592592593,2002-04-06
Superman: Ultimate Flight,Other,Bolliger & Mabillard,Steel,2002,38.37574802043423,-41.59113754789273,51,103,2,3.0,1999-01-01
Toboggan (Conneaut Lake Park),Conneaut Lake Park,Chance Rides,Steel,2002,41.6341,-80.3137,49,103,0,3.815092592592593,2002-01-01
Tom & Jerry (roller coaster),Parque Warner Madrid,Zierer,Steel,2002,40.2298,-3.5961,22,103,0,3.815092592592593,2002-04-06
Le Vampire,La Ronde,Bolliger & Mabillard,Steel,2002,45.5225,-73.5381,50,103,5,4.0,2002-05-18
Wicked Twister,Cedar Point,Intamin,Steel,2002,41.482,-82.6799,72,103,0,3.815092592592593,2002-05-05
Winja's Fear & Force,Other,Maurer AG,Steel,2002,50.8002,6.8777,37,103,0,3.815092592592593,2002-03-30
X2 (roller coaster),Six Flags Magic Mountain,Arrow Dynamics,Steel,2002,34.421,-118.5929,76,103,2,4.0,2002-01-12
Xcelerator,Knott's Berry Farm,Intamin,Steel,2002,33.8458,-118.0008,82,103,0,3.815092592592593,2002-06-22
Atlantis Adventure,Lotte World,Intamin,Steel,2003,38.37574802043423,-41.59113754789273,46,103,0,3.815092592592593,2003-01-01
Balder (roller coaster),Liseberg,Intamin,Wood,2003,57.6933,11.9961,55,118,0,3.815092592592593,2003-04-12
Canyon Blaster (Great Escape),Other,Arrow Development,Steel,2003,38.37574802043423,-41.59113754789273,45,103,0,3.815092592592593,1999-01-01
Dragon Express,Adventure World,Zamperla,Steel,2003,-32.097,115.8181,49,13,0,3.815092592592593,2003-09-27
Greased Lightnin' (Six Flags Discovery Kingdom),Other,Anton Schwarzkopf,Other,2003,38.37574802043423,-41.59113754789273,49,103,2,3.815092592592593,1999-01-01
Greezed Lightnin' (Kentucky Kingdom),Other,Anton Schwarzkopf,Other,2003,38.37574802043423,-41.59113754789273,49,103,2,3.815092592592593,1999-01-01
Half Pipe (roller coaster),Other,Intamin,Steel,2003,38.37574802043423,-41.59113754789273,43,103,0,4.5,1999-01-01
Jack Rabbit (Celebration City),"Orlando, FloridaKissimmee, FloridaFayetteville, GeorgiaUnited States",Vekoma,Other,2003,28.3303,-81.5147,49,103,0,3.815092592592593,1999-01-01
The Jester (roller coaster),Other,Vekoma,Steel,2003,38.37574802043423,-41.59113754789273,40,103,3,3.5,1999-01-01
Kiddy Hawk,Carowinds,Vekoma,Steel,2003,38.37574802043423,-41.59113754789273,26,103,0,2.2,2003-03-22
Nemesis Inferno,Thorpe Park,Bolliger & Mabillard,Steel,2003,51.4035,-0.5164,49,95,4,5.0,2003-04-05
Ozark Wildcat,Celebration City,Great Coasters International,Wood,2003,36.6509,-93.2938,45,103,0,3.815092592592593,2003-05-01
Scream (roller coaster),Six Flags Magic Mountain,Bolliger & Mabillard,Steel,2003,34.4286,-118.5983,63,103,7,4.0,2003-04-12
Spider (roller coaster),Lagoon,Maurer AG,Steel,2003,40.9844,-111.895,37,103,0,3.815092592592593,2003-04-01
Steel Venom (Valleyfair),Valleyfair,Intamin,Steel,2003,44.7978,-93.4517,68,103,0,3.815092592592593,2003-05-17
Swamp Thing (Wild Adventures),Wild Adventures,Vekoma,Steel,2003,30.7196,-83.3217,26,103,0,2.2,2003-01-01
Thunder Dolphin,Tokyo Dome City Attractions,Intamin,Steel,2003,35.7063,139.7533,80,262,0,4.4,2003-05-01
Top Thrill Dragster,Cedar Point,Intamin,Steel,2003,41.484,-82.6862,120,103,0,3.815092592592593,2003-05-04
Twist n' Shout,Loudoun Castle,Anton Schwarzkopf,Steel,2003,55.6104,-4.3689,41,103,1,3.815092592592593,2003-04-01
Vild-Svinet,BonBon-Land,Gerstlauer,Steel,2003,55.2611,11.8634,45,72,1,3.815092592592593,2003-05-16
Vilda Musen,Gröna Lund,Gerstlauer,Steel,2003,59.3231,18.0956,34,103,0,3.815092592592593,2003-04-18
Booster Bike,Toverland,Vekoma,Steel,2004,51.3975,5.9842,46,49,0,2.5,2004-07-27
Dæmonen,Tivoli Gardens,Bolliger & Mabillard,Steel,2004,55.6728,12.5703,47,91,3,4.0,2004-04-16
Dragon's Fury (roller coaster),Chessington World of Adventures,Maurer AG,Steel,2004,51.348,-0.319,49,103,0,3.815092592592593,2004-03-27
Fairly Odd Coaster,Nickelodeon Universe,Gerstlauer,Steel,2004,44.8542,-93.2422,31,103,0,3.2,2004-03-15
Hell Cat,Clementon Amusement Park,S&S – Sansei Technologies,Wood,2004,39.802,-74.9847,56,103,0,3.815092592592593,2004-09-18
The Joker Funhouse Coaster,Six Flags Over Georgia,Chance Manufacturing,Steel,2004,33.7678,-84.551,30,103,0,3.815092592592593,2004-09-04
Lightning (roller coaster),Kuwait Entertainment City,Bolliger & Mabillard,Steel,2004,29.3456,47.8182,53,103,5,3.815092592592593,2004-01-01
Nighthawk (roller coaster),Other,Vekoma,Steel,2004,38.37574802043423,-41.59113754789273,51,103,5,4.3,1999-01-01
Ragin' Cajun (roller coaster),Other,Zamperla,Steel,2004,38.37574802043423,-41.59113754789273,29,103,0,2.5,1999-01-01
Revenge of the Mummy,Other,Premier Rides,Steel,2004,38.37574802043423,-41.59113754789273,40,103,0,3.815092592592593,1999-01-01
Sand Serpent,Other,Mack Rides,Steel,2004,38.37574802043423,-41.59113754789273,28,103,0,3.815092592592593,1999-01-01
Shock Wave (Brean Leisure Park),Brean Leisure Park,Pinfari,Steel,2004,51.2861,-3.0089,49,103,1,3.815092592592593,2004-01-01
Silver Bullet (Knott's Berry Farm),Knott's Berry Farm,Bolliger & Mabillard,Steel,2004,33.8444,-117.9997,55,103,6,3.0,2004-12-07
Spinball Whizzer,Alton Towers,Maurer AG,Steel,2004,52.9889,-1.8946,37,55,0,3.815092592592593,2004-03-27
Spinning Dragons,Worlds of Fun,Gerstlauer,Steel,2004,39.1754,-94.4879,31,103,0,3.815092592592593,2004-04-17
Steel Dragon (Waldameer),Waldameer Park,Maurer AG,Steel,2004,42.1081,-80.1589,37,103,0,3.815092592592593,2004-07-02
Storm Runner,Hersheypark,Intamin,Steel,2004,40.2897,-76.6536,75,103,3,5.0,2004-05-08
Super Grover's Box Car Derby,Other,Zierer,Steel,2004,38.37574802043423,-41.59113754789273,28,103,0,3.815092592592593,1999-01-01
Superman El Último Escape,Six Flags México,D. H. Morgan Manufacturing,Steel,2004,38.37574802043423,-41.59113754789273,74,103,0,3.815092592592593,2004-11-19
The Gauntlet (roller coaster),Magic Springs and Crystal Falls,Vekoma,Steel,2004,38.1941,-85.747,49,103,5,3.815092592592593,2004-04-10
Thunderhead (roller coaster),Dollywood,Great Coasters International,Wood,2004,35.7967,-83.5319,53,103,0,3.815092592592593,2004-04-03
Time Warp (roller coaster),Canada's Wonderland,Zamperla,Steel,2004,43.8408,-79.5396,25,50,2,3.815092592592593,2004-05-02
Tulireki,Linnanmäki,Mack Rides,Steel,2004,60.1881,24.9381,36,103,0,3.5,2004-04-29
Typhoon (Bobbejaanland),Bobbejaanland,Gerstlauer,Steel,2004,51.1997,4.9055,49,84,4,5.0,2004-04-10
WhirlWind (Seabreeze),Seabreeze Amusement Park,Maurer AG,Steel,2004,43.234,-77.5429,37,103,0,3.815092592592593,2004-01-01
Atlantica SuperSplash,Europa Park,Mack Rides,Other,2005,48.2622,7.7211,49,98,0,4.0,2005-03-19
Bat (Lagoon),Lagoon Amusement Park,Vekoma,Steel,2005,40.9862,-111.8926,49,48,0,2.2,2005-04-16
Cobra (PowerPark),PowerPark,Vekoma,Steel,2005,63.2298,22.8587,47,103,3,5.2,2005-01-01
Fairly Odd Coaster (Carowinds),Carowinds,Philadelphia Toboggan Coasters,Wood,2005,35.101,-80.9394,36,103,0,3.815092592592593,1975-01-01
Frankie's Mine Train,Other,Zamperla,Steel,2005,38.37574802043423,-41.59113754789273,49,103,0,3.815092592592593,1999-01-01
G Force (roller coaster),Drayton Manor Theme Park,Maurer AG,Other,2005,52.6128,-1.7147,43,103,3,4.3,2005-07-26
Hades 360,Mt. Olympus Water & Theme Park,The Gravity Group,Wood,2005,43.617,-89.7893,60,103,1,3.5,2013-05-14
Hydra the Revenge,Dorney Park & Wildwater Kingdom,Bolliger & Mabillard,Steel,2005,40.581,-75.5325,53,103,7,3.815092592592593,2005-05-07
Italian Job: Stunt Track (Canada's Wonderland),Other,Premier Rides,Steel,2005,38.37574802043423,-41.59113754789273,40,103,0,3.815092592592593,1999-01-01
Italian Job: Stunt Track (Kings Island),Other,Premier Rides,Steel,2005,38.37574802043423,-41.59113754789273,40,103,0,3.815092592592593,1999-01-01
Kanonen,Liseberg,Intamin,Steel,2005,57.6933,11.9954,46,78,2,3.815092592592593,2005-04-23
Kingda Ka,Six Flags Great Adventure,Intamin,Steel,2005,40.1392,-74.4365,128,103,0,3.815092592592593,2005-05-21
Pandemonium (roller coaster),Other,Gerstlauer,Steel,2005,38.37574802043423,-41.59113754789273,31,103,0,3.815092592592593,1999-01-01
Raging Spirits,Tokyo DisneySea,Intamin,Steel,2005,35.6277,139.8808,37,103,1,3.815092592592593,2005-07-21
Rita (roller coaster),Alton Towers,Intamin,Steel,2005,52.985,-1.8905,61,60,0,4.7,2005-04-01
Sequoia Adventure,Gardaland,S&S - Sansei Technologies,Steel,2005,45.457,10.7076,49,103,3,3.815092592592593,2005-04-30
SheiKra,Busch Gardens Tampa Bay,Bolliger & Mabillard,Steel,2005,28.0367,-82.4244,70,103,1,4.0,2005-05-21
Space Mountain: Mission 2,Disneyland Park (Paris),Vekoma,Steel,2005,48.8741,2.7793,44,103,3,3.815092592592593,2017-05-07
Superman Escape,Warner Bros. Movie World,Intamin,Steel,2005,-27.908,153.3125,62,131,0,4.2,2005-12-26
Wild Mouse (Beech Bend Park),Beech Bend Park,Zamperla,Steel,2005,37.0225,-86.4017,29,103,0,2.5,2005-01-01
10 Inversion Roller Coaster,Chimelong Paradise,Intamin,Steel,2006,23.0044,113.3269,45,103,10,3.815092592592593,2006-01-01
Black Mamba (roller coaster),Phantasialand,Bolliger & Mabillard,Steel,2006,50.7986,6.8803,49,103,4,4.0,2006-05-24
Crystal Wing,Happy Valley Beijing,Bolliger & Mabillard,Steel,2006,39.866,116.4885,51,103,2,3.815092592592593,2006-07-09
Eejanaika (roller coaster),Fuji-Q Highland,S&S Arrow,Steel,2006,35.4884,138.7808,78,103,3,3.815092592592593,2006-07-19
Expedition Everest,Disney's Animal Kingdom,Vekoma,Other,2006,38.37574802043423,-41.59113754789273,50,103,0,3.0,2006-04-07
Fairly Odd Coaster (Kings Island),Kings Island,Philadelphia Toboggan Coasters,Wood,2006,39.3432,-84.2693,35,103,0,3.815092592592593,1972-01-01
Golden Wings in Snowfield,Happy Valley Beijing,Vekoma,Steel,2006,39.865,116.4846,53,103,4,3.815092592592593,2006-07-09
Goliath (Six Flags Over Georgia),Six Flags Over Georgia,Bolliger & Mabillard,Steel,2006,33.7692,-84.55,70,103,0,3.815092592592593,2006-04-01
Goliath (La Ronde),La Ronde,Bolliger & Mabillard,Steel,2006,45.5278,-73.5363,68,103,0,3.815092592592593,2006-05-13
Grand Exposition Coaster,Silver Dollar City,Zamperla,Steel,2006,36.6704,-93.3366,49,103,0,3.815092592592593,2006-04-01
Italian Job: Turbo Coaster,Other,Premier Rides,Steel,2006,38.37574802043423,-41.59113754789273,40,103,0,3.815092592592593,1999-01-01
Jungle Racing,Happy Valley Beijing,Vekoma,Steel,2006,39.868,116.4874,30,103,0,2.2,2006-07-09
Kentucky Rumbler,Beech Bend Park,Great Coasters International,Wood,2006,37.0225,-86.4017,47,103,0,3.815092592592593,2006-05-06
Kumali,Flamingo Land,Vekoma,Steel,2006,54.2117,-0.8066,54,103,4,4.7,2006-01-01
Patriot (Worlds of Fun),Worlds of Fun,Bolliger & Mabillard,Steel,2006,39.1753,-94.4889,60,103,4,3.815092592592593,2006-04-08
Speed Monster,TusenFryd,Intamin,Steel,2006,59.7482,10.777,55,103,3,4.0,2006-04-23
Speed: No Limits,Oakwood Theme Park,Gerstlauer,Steel,2006,51.779,-4.805,59,103,2,4.5,2006-04-13
Stealth (roller coaster),Thorpe Park,Intamin,Steel,2006,51.405,-0.5153,80,205,0,3.815092592592593,2006-03-15
Tatsu,Six Flags Magic Mountain,Bolliger & Mabillard,Steel,2006,34.4219,-118.5975,62,103,4,3.815092592592593,2006-05-13
Thunderbird (PowerPark),PowerPark,Great Coasters International,Wood,2006,63.2306,22.8579,48,103,0,3.815092592592593,2006-04-29
El Toro (Six Flags Great Adventure),Six Flags Great Adventure,Intamin,Wood,2006,40.1389,-74.4346,70,103,0,3.815092592592593,2006-06-12
The Voyage (roller coaster),Holiday World & Splashin' Safari,The Gravity Group,Wood,2006,38.1213,-86.9115,67,103,0,3.815092592592593,2006-05-06
X-Coaster,Magic Springs and Crystal Falls,Maurer AG,Steel,2006,34.5179,-93.0151,65,103,0,3.815092592592593,2006-05-27
